input_text,target_text,label,label_id
Process a payment of 684 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 684, ""payment_method"": ""cod""}}",make_payment,8
Adjust Dove Shampoo count and reduce it by 6.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 6}}",dec_quantity,5
"I'd like to buy 1 Tide Washing Powder, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 1}}",add_to_cart,0
I want to pay 817 through Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 817, ""payment_method"": ""debit_card""}}",make_payment,8
"I need 9 more Bourbon Biscuits, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 9}}",dec_quantity,5
Increase 5 more for Pepsi.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 5}}",inc_quantity,4
Bump up Godrej Cinthol Deodorant by 1.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 1}}",dec_quantity,5
Drop Britannia Good Day Cookies from my shopping list.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Britannia Good Day Cookies""}}",delete_from_cart,10
Use UPI to settle 820.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 820, ""payment_method"": ""upi""}}",make_payment,8
Process a payment of 828 with UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 828, ""payment_method"": ""upi""}}",make_payment,8
Cancel Amul Milk from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Amul Milk""}}",delete_from_cart,10
"I need 2 more Maggi Masala Noodles, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 2}}",dec_quantity,5
Complete the payment of 936 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 936, ""payment_method"": ""credit_card""}}",make_payment,8
Make sure 2 Godrej Cinthol Deodorant is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 2}}",add_to_cart,0
I want to pay 278 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 278, ""payment_method"": ""credit_card""}}",make_payment,8
Use UPI to settle 795.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 795, ""payment_method"": ""upi""}}",make_payment,8
"I need 7 more Amul Ice Cream, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 7}}",dec_quantity,5
"I'd like to buy 2 Dove Shampoo, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 2}}",add_to_cart,0
Use Net Banking to settle 418.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 418, ""payment_method"": ""net_banking""}}",make_payment,8
Process a payment of 686 with UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 686, ""payment_method"": ""upi""}}",make_payment,8
Charge 648 to my Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 648, ""payment_method"": ""debit_card""}}",make_payment,8
Use Net Banking to settle 257.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 257, ""payment_method"": ""net_banking""}}",make_payment,8
Cancel Heinz Tomato Ketchup from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Heinz Tomato Ketchup""}}",delete_from_cart,10
Can you increase the quantity of Lays Potato Chips by 4?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 4}}",inc_quantity,4
I want to pay 253 through Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 253, ""payment_method"": ""cod""}}",make_payment,8
"I need 6 more Amul Ice Cream, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 6}}",dec_quantity,5
Use Cash on Delivery to settle 371.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 371, ""payment_method"": ""cod""}}",make_payment,8
Can you increase the quantity of Maggi Masala Noodles by 2?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 2}}",inc_quantity,4
Use Cash on Delivery to settle 617.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 617, ""payment_method"": ""cod""}}",make_payment,8
Bump up Tide Washing Powder by 2.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 2}}",inc_quantity,4
"I need 2 more Bisleri Water, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 2}}",dec_quantity,5
Bump up Britannia Good Day Cookies by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 5}}",inc_quantity,4
"I need 9 more Maggi Masala Noodles, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 9}}",inc_quantity,4
"I don’t need Pepsi anymore, delete it.","{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Pepsi""}}",delete_from_cart,10
Increase 8 more for Dove Shampoo.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 8}}",inc_quantity,4
"I need 4 more Close-Up Toothpaste, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 4}}",dec_quantity,5
"I need 2 more Nivea Cream, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 2}}",inc_quantity,4
Complete the payment of 392 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 392, ""payment_method"": ""net_banking""}}",make_payment,8
Click back to proceed.,"{""name"": ""click_button"", ""arguments"": {""button_name"": ""back""}}",click_button,7
Add 3 Maggi Masala Noodles to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 3}}",add_to_cart,0
Adjust Heinz Tomato Ketchup count and reduce it by 6.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 6}}",dec_quantity,5
Process a payment of 183 with Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 183, ""payment_method"": ""net_banking""}}",make_payment,8
Charge 279 to my Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 279, ""payment_method"": ""credit_card""}}",make_payment,8
"I need 3 more Dove Shampoo, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 3}}",inc_quantity,4
Bump up Cinthol Deo by 4.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 4}}",inc_quantity,4
Can you increase the quantity of Red Bull by 10?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 10}}",inc_quantity,4
I want to pay 807 through Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 807, ""payment_method"": ""cod""}}",make_payment,8
Make sure 4 Amul Ice Cream is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 4}}",add_to_cart,0
Process a payment of 446 with Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 446, ""payment_method"": ""credit_card""}}",make_payment,8
I want to pay 767 through Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 767, ""payment_method"": ""cod""}}",make_payment,8
Process a payment of 248 with UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 248, ""payment_method"": ""upi""}}",make_payment,8
"I need 5 more Vicks VapoRub, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 5}}",dec_quantity,5
Adjust Colgate Toothpaste count and increase it by 1.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 1}}",inc_quantity,4
"I need 8 more Britannia Good Day Cookies, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 8}}",dec_quantity,5
Complete the payment of 816 using UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 816, ""payment_method"": ""upi""}}",make_payment,8
Adjust Emami Navratna Oil count and increase it by 1.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 1}}",inc_quantity,4
"I need 4 more Colgate Toothpaste, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 4}}",dec_quantity,5
Cancel Cinthol Deo from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Cinthol Deo""}}",delete_from_cart,10
Increase 10 more for Lays Potato Chips.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 10}}",inc_quantity,4
I want to pay 901 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 901, ""payment_method"": ""upi""}}",make_payment,8
Complete the payment of 576 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 576, ""payment_method"": ""net_banking""}}",make_payment,8
Use Net Banking to settle 267.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 267, ""payment_method"": ""net_banking""}}",make_payment,8
Process a payment of 555 with Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 555, ""payment_method"": ""credit_card""}}",make_payment,8
"I need 3 more Bourbon Biscuits, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 3}}",dec_quantity,5
Use Credit Card to settle 427.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 427, ""payment_method"": ""credit_card""}}",make_payment,8
Can you put 5 of Red Bull in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 5}}",add_to_cart,0
Make sure 1 Colgate Toothpaste is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 1}}",add_to_cart,0
Can you increase the quantity of Colgate Toothpaste by 3?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 3}}",inc_quantity,4
Bump up Britannia Good Day Cookies by 8.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 8}}",dec_quantity,5
Add 1 Godrej Cinthol Deodorant to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 1}}",add_to_cart,0
Process a payment of 793 with Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 793, ""payment_method"": ""net_banking""}}",make_payment,8
Increase 9 more for Bisleri Water.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 9}}",inc_quantity,4
"I don’t need Amul Milk anymore, delete it.","{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Amul Milk""}}",delete_from_cart,10
Complete the payment of 980 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 980, ""payment_method"": ""net_banking""}}",make_payment,8
Can you increase the quantity of Mother Dairy Butter by 5?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 5}}",inc_quantity,4
Reduce 4 more for Emami Navratna Oil.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 4}}",dec_quantity,5
Increase 6 more for Nivea Cream.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 6}}",inc_quantity,4
Can you increase the quantity of Godrej Cinthol Deodorant by 6?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 6}}",inc_quantity,4
Add 5 Godrej Cinthol Deodorant to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 5}}",add_to_cart,0
"I need 3 more Emami Navratna Oil, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 3}}",inc_quantity,4
Can you increase the quantity of Colgate Toothpaste by 5?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 5}}",inc_quantity,4
Reduce 1 more for Dove Shampoo.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 1}}",dec_quantity,5
I want to pay 292 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 292, ""payment_method"": ""upi""}}",make_payment,8
Reduce 9 more for Mother Dairy Butter.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 9}}",dec_quantity,5
Bump up Red Bull by 9.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 9}}",inc_quantity,4
Make sure 2 Close-Up Toothpaste is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 2}}",add_to_cart,0
Adjust Godrej Cinthol Deodorant count and increase it by 7.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 7}}",inc_quantity,4
Click confirm to proceed.,"{""name"": ""click_button"", ""arguments"": {""button_name"": ""confirm""}}",click_button,7
Can you reduce the quantity of Bisleri Water by 3?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 3}}",dec_quantity,5
Process a payment of 267 with UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 267, ""payment_method"": ""upi""}}",make_payment,8
Bump up Godrej Cinthol Deodorant by 2.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 2}}",dec_quantity,5
Process a payment of 646 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 646, ""payment_method"": ""cod""}}",make_payment,8
I want to pay 274 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 274, ""payment_method"": ""upi""}}",make_payment,8
Reduce 1 more for Amul Milk.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 1}}",dec_quantity,5
"I need 8 more Bourbon Biscuits, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 8}}",inc_quantity,4
"I need 8 more Lays Potato Chips, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 8}}",inc_quantity,4
Adjust Colgate Toothpaste count and increase it by 3.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 3}}",inc_quantity,4
Complete the payment of 481 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 481, ""payment_method"": ""credit_card""}}",make_payment,8
Use Net Banking to settle 731.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 731, ""payment_method"": ""net_banking""}}",make_payment,8
Complete the payment of 317 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 317, ""payment_method"": ""net_banking""}}",make_payment,8
Cancel Emami Navratna Oil from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Emami Navratna Oil""}}",delete_from_cart,10
"I need 2 more Dove Shampoo, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 2}}",inc_quantity,4
I want to pay 895 through Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 895, ""payment_method"": ""cod""}}",make_payment,8
Bump up Cinthol Deo by 7.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 7}}",dec_quantity,5
Charge 366 to my UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 366, ""payment_method"": ""upi""}}",make_payment,8
Adjust Dove Shampoo count and reduce it by 8.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 8}}",dec_quantity,5
Bump up Amul Milk by 1.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 1}}",inc_quantity,4
Process a payment of 270 with Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 270, ""payment_method"": ""credit_card""}}",make_payment,8
Tap on the profile symbol.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""profile""}}",click_icon,9
Throw in 2 of Lays Potato Chips to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 2}}",add_to_cart,0
Throw in 3 of Close-Up Toothpaste to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 3}}",add_to_cart,0
Use Cash on Delivery to settle 982.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 982, ""payment_method"": ""cod""}}",make_payment,8
Adjust Lays Potato Chips count and increase it by 6.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 6}}",inc_quantity,4
"I need 1 more Electral, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 1}}",inc_quantity,4
Bump up Maggi Masala Noodles by 1.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 1}}",inc_quantity,4
Can you put 1 of Britannia Good Day Cookies in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 1}}",add_to_cart,0
Bump up Dove Shampoo by 8.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 8}}",dec_quantity,5
Can you increase the quantity of Nivea Cream by 2?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 2}}",inc_quantity,4
Increase 6 more for Vicks VapoRub.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 6}}",inc_quantity,4
Cancel 5 Star from the cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""5 Star""}}",delete_from_cart,10
Complete the payment of 430 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 430, ""payment_method"": ""credit_card""}}",make_payment,8
Add 1 Colgate Toothpaste to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 1}}",add_to_cart,0
Bump up Close-Up Toothpaste by 7.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 7}}",dec_quantity,5
Adjust Nivea Cream count and increase it by 4.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 4}}",inc_quantity,4
Can you increase the quantity of Lays Potato Chips by 10?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 10}}",inc_quantity,4
Reduce 4 more for Britannia Good Day Cookies.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 4}}",dec_quantity,5
"I need 10 more Dove Shampoo, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 10}}",inc_quantity,4
Make sure 4 Lays Potato Chips is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Lays Potato Chips"", ""quantity"": 4}}",add_to_cart,0
"I need 4 more Electral, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 4}}",dec_quantity,5
Use Debit Card to settle 602.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 602, ""payment_method"": ""debit_card""}}",make_payment,8
Complete the payment of 115 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 115, ""payment_method"": ""credit_card""}}",make_payment,8
Process a payment of 774 with UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 774, ""payment_method"": ""upi""}}",make_payment,8
I want to pay 957 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 957, ""payment_method"": ""upi""}}",make_payment,8
"I need 9 more Dove Shampoo, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 9}}",inc_quantity,4
Adjust Bisleri Water count and increase it by 9.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 9}}",inc_quantity,4
Use Credit Card to settle 175.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 175, ""payment_method"": ""credit_card""}}",make_payment,8
Adjust Britannia Good Day Cookies count and reduce it by 2.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 2}}",dec_quantity,5
Can you reduce the quantity of Emami Navratna Oil by 5?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 5}}",dec_quantity,5
Reduce 10 more for Vicks VapoRub.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 10}}",dec_quantity,5
Use UPI to settle 356.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 356, ""payment_method"": ""upi""}}",make_payment,8
Complete the payment of 866 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 866, ""payment_method"": ""credit_card""}}",make_payment,8
Can you reduce the quantity of Electral by 1?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 1}}",dec_quantity,5
I want to pay 419 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 419, ""payment_method"": ""upi""}}",make_payment,8
Complete the payment of 897 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 897, ""payment_method"": ""credit_card""}}",make_payment,8
Bump up Heinz Tomato Ketchup by 6.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 6}}",inc_quantity,4
Charge 598 to my UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 598, ""payment_method"": ""upi""}}",make_payment,8
Can you put 2 of 5 Star in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 2}}",add_to_cart,0
"I'd like to buy 4 Britannia Good Day Cookies, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 4}}",add_to_cart,0
"I need 6 more Amul Milk, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 6}}",inc_quantity,4
Can you increase the quantity of Tide Washing Powder by 6?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 6}}",inc_quantity,4
Reduce 7 more for Maggi Masala Noodles.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 7}}",dec_quantity,5
"I'd like to buy 2 Bourbon Biscuits, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 2}}",add_to_cart,0
Can you increase the quantity of Amul Ice Cream by 6?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 6}}",inc_quantity,4
Can you reduce the quantity of Heinz Tomato Ketchup by 10?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 10}}",dec_quantity,5
"I need 4 more Godrej Cinthol Deodorant, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 4}}",dec_quantity,5
Use Debit Card to settle 499.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 499, ""payment_method"": ""debit_card""}}",make_payment,8
Adjust Tide Washing Powder count and reduce it by 3.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 3}}",dec_quantity,5
Charge 969 to my Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 969, ""payment_method"": ""credit_card""}}",make_payment,8
Can you put 5 of Electral in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Electral"", ""quantity"": 5}}",add_to_cart,0
Increase 10 more for Vicks VapoRub.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 10}}",inc_quantity,4
Charge 167 to my UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 167, ""payment_method"": ""upi""}}",make_payment,8
Access profile by clicking its icon.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""profile""}}",click_icon,9
Process a payment of 868 with Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 868, ""payment_method"": ""credit_card""}}",make_payment,8
Bump up Mother Dairy Butter by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 5}}",inc_quantity,4
Charge 934 to my Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 934, ""payment_method"": ""net_banking""}}",make_payment,8
Make sure 1 Heinz Tomato Ketchup is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 1}}",add_to_cart,0
Charge 787 to my Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 787, ""payment_method"": ""credit_card""}}",make_payment,8
Make sure 5 Pepsi is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 5}}",add_to_cart,0
Complete the payment of 626 using UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 626, ""payment_method"": ""upi""}}",make_payment,8
"I need 6 more Mother Dairy Butter, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 6}}",inc_quantity,4
Process a payment of 202 with Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 202, ""payment_method"": ""net_banking""}}",make_payment,8
I want to pay 495 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 495, ""payment_method"": ""upi""}}",make_payment,8
I want to pay 704 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 704, ""payment_method"": ""upi""}}",make_payment,8
Reduce 2 more for Bourbon Biscuits.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 2}}",dec_quantity,5
Make sure 2 Electral is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Electral"", ""quantity"": 2}}",add_to_cart,0
"I need 7 more Dove Shampoo, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 7}}",inc_quantity,4
Select the profile icon.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""profile""}}",click_icon,9
"I need 4 more Tide Washing Powder, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 4}}",inc_quantity,4
